INCIDENT,I DESCRIPTION,CLASSIFICATION,DAY,MONTH,YEAR,Full date,TIME_OF_INCIDENT,HOUR RANGE,SUBURB,TOWN,VEHICLES__total,WHAT_WAS_BURNING,DESCRIPTION,ACTIONS_OF,EQUIPMENT_,FPA_SUSPEC,DETAILS_OF,PUMPING_TI,DISTRICT,STATIONS,SUBURB_GEO,PRED_DWELL,AMHHI,PRED_LSMGR,PRED_TENURE,PRED_LANGUAGE,PRED_RACE,PRED_AGE,PRED_MARITAL STATUS,PRED_EDUCATION,POPULATION,SUBURB_AREA,STREET,LONGITUDE,LATITUDE
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2010,01/01/2010 12:00:00 AM,0:11,0:00 - 0:30,Kuilsrivier,Oostenberg,01:31|01:32,Thick Kikiyu Grass,Minor Vegetation Fire,Extinguished Fire Using Water; 1 X Jet E15(7000l) 1 X Fogjet S03(500l); Backed Up By Street Hydrant.,1 X Jet(6 X 45mm Hose; 1 X Branch); 1 X Standpipe & Key; 3 X 65mm Hose; 1 X Fogjet,Other,Possible Fireworks Fired Ignited Dry Vegetation,00:24|00:20,North,Kuilsrivier,Kuils River SH,BrHse_SepStand,17457,LSM 10,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,649,1728000,Van Riebeeck Road (r102),18.723285000000001,-33.959491999999997
Residential,Informal,"Fire, manually extinguished",22,February,2010,02/22/2010 12:00:00 AM,0:11,0:00 - 0:30,Khayelitsha,Tygerberg,00:40|00:45|00:49,"Bed, Bedding, Personal Effects Etc.",Minor Structural Fire,Extinguished With 1 Fog Jet From E18 Motor Pump,1 X HOSEREEL,Undetermined,Undetermined,0:20,East,"Khayelitsha, Lansdowne, Mitchells Plain",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Sivivane Street,18.650269999999999,-34.032004999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,March,2010,03/02/2010 12:00:00 AM,0:11,0:00 - 0:30,Oranjezicht,Cape Town,0:44,Vegetation.,Minor Vegetation Fire,Extinguished With One Fog Jet From Echo 08 Motor Pump ( 1200 Litres ).,1 X Hosereel.,Open Flames,Passer-by Dropped A Light.,0:10,West,Roeland Street,Oranjezicht,Flats,39935,LSM 14,Rented,English,White,Age 25 - 29,Unmarried,Tertiary Plus,3779,113000,Prince Street,18.414342999999999,-33.938074999999998
Transport,Car/Motorcycle,"Fire, manually extinguished",4,March,2010,03/04/2010 12:00:00 AM,0:11,0:00 - 0:30,Vredenburg,Tygerberg,0:23,,Vehicle Fire,1 X Fogjet In Use From E36 @ 00:07(500l),1 X Hosereel,Electrical Faults,Suspected Electrical Fault,,North,Bellville,Vredenberg,BrHse_SepStand,33110,LSM 13,Owned Not Paid Off,Afrikaans,White,Age 25 - 29,Married,Secondary,1322,0.78,R 300,18.665937,-33.876365999999997
Residential,Formal,"Fire, manually extinguished",11,April,2010,04/11/2010 12:00:00 AM,0:11,0:00 - 0:30,Morningstar,Tygerberg,00:35|00:43|00:33,Wooden Iron Building,Minor Structural Fire,Two Jets Form E04 (4000l),2x 38mm Lenght Of Hose,Undetermined,,0:15,North,Durbanville,Morningstar,BrHse_SepStand,10787,LSM 07,Owned Paid In Full,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,2020,0.16,Spreeu Crescent,18.655792999999999,-33.826785000000001
Residential,Formal,"Fire, manually extinguished",28,April,2010,04/28/2010 12:00:00 AM,0:11,0:00 - 0:30,Khayelitsha,Tygerberg,00:23|00:26|00:26|00:27,,,Nil,,Undetermined,Unknown,,North,"Lansdowne, Khayelitsha, Belhar",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Bida Crescent,18.650269999999999,-34.032004999999998
Residential,Formal,"Fire, manually extinguished",1,August,2010,08/01/2010 12:00:00 AM,0:11,0:00 - 0:30,Tafelsig (mpn),Cape Town,00:49|00:44|00:20|00:55,"Bed, Bedding And Personal Effects Etc.",Minor Structural Fire,Extinguished With One Fog Jet From Echo 52 Motor Pump,1 Hosereel,Other,Unknown By Occupier,0:10,East,"Mitchells Plain, Guguletu",Tafelsig,BrHse_SepStand,4770,LSM 05,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,65181,432000,Tierkloof Street,18.638821,-34.059358000000003
Residential,Informal,"Fire, manually extinguished",19,September,2010,09/19/2010 12:00:00 AM,0:11,0:00 - 0:30,Kraaifontein,Oostenberg,00:50|00:00|00:26|00:20,"Wood Iron Structure, Bed, Bedding And Personal Effects",Minor Structural Fire,Brigade Damped Down,1x Hosereel,Undetermined,Unknown,0:17,North,"Kraaifontein, Kuilsrivier, Durbanville",Eikendal,BrHse_SepStand,12625,LSM 08,Owned Paid In Full,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,5479,0.82,Mathembeki Street,18.71941,-33.853541
Other,Rubbish/Grass/Bush,,28,December,2010,12/28/2010 12:00:00 AM,0:11,0:00 - 0:30,Bellville,Tygerberg,0:35,,,,,,,,North,Bellville,De Bron,BrHse_SepStand,36895,LSM 14,Owned Not Paid Off,Afrikaans,White,Age 30 - 34,Married,Secondary,1874,136000,Suid Street,18.620567999999999,-33.901721999999999
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",1,January,2011,01/01/2011 12:00:00 AM,0:11,0:00 - 0:30,Pelikan Park,South Peninsula,00:37|00:21,,,,Nil,N/a,False Alarm With Good Intent Due To A Brazierre Fire Being Mistaken For Vegetation Alight.,,West,Ottery,Pelikan Park,BrHse_SepStand,12609,LSM 08,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,12012,1508000,Ave 14th Fourteenth Avenue,18.526454000000001,-34.068237000000003
Other,Rubbish/Grass/Bush,"Fire, automatically extinguished",1,January,2011,01/01/2011 12:00:00 AM,0:11,0:00 - 0:30,Hout Bay,South Peninsula,02:13|01:20,Grass,Minor Vegetation Fire,Used Bush Beaters And Spades To Extinguish Small Grass Fire.,Bush Beaters And Spades,Open Flames,Passer-by Dropped A Light,,West,Hout Bay,Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Main Road,18.356612999999999,-34.029817000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",7,April,2011,04/07/2011 12:00:00 AM,0:11,0:00 - 0:30,Belhar,Tygerberg,00:32|00:33,Grass,Minor Vegetation Fire,Extinguished Fire With 1x Fogjet From W17(500lt.).,1x Fogjet,Open Flames,People Burning Copper Wire And As A Result Set Grass Alight.,0:05,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,Rutger Crescent,18.657461000000001,-33.945180000000001
Commercial,Offices,"Fire, manually extinguished",26,October,2011,10/26/2011 12:00:00 AM,0:11,0:00 - 0:30,Retreat,South Peninsula,03:24|01:20|03:04|02:36|02:03|01:13|01:09|02:39,Combustible Material On Roof,Major Structural Fire,"Extinguished By The Brigade Using Two Jets From E17 Motor Pump, One Jet From E09 Motor Pump And One Jet From W14 Water Tender.",4 X 45mm; 4 X 65mm Hose,Open Flames,Radiated Heat From A Vagarants Fire In Their Sleeping Area Next To The Premises Igniting Facia Boards And Plastic Guttering,0:20,West,"Lakeside, Constantia, Wynberg, Ottery, Roeland Street",Retreat,BrHse_SepStand,12220,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,27173,527000,,18.47307,-34.060284000000003
Other,Miscellaneous,"Fire, manually extinguished",23,December,2011,12/23/2011 12:00:00 AM,0:11,0:00 - 0:30,Bergvliet,South Peninsula,01:11|00:35,Rubbish,Rubbish Fire,Extinguished By The Brigade Using One Fog Jet From E17 Motor Pump,1 X Hosereel,Open Flames,Passer By Dropping A Light,0:20,West,Lakeside,Bergvliet,BrHse_SepStand,39951,LSM 14,Owned Paid In Full,English,White,Age 40 - 44,Married,Secondary,4672,250000,Firgrove Way,18.449857999999999,-34.041037000000003
Residential,Formal,"False Alarm, Good Intent",15,January,2012,01/15/2012 12:00:00 AM,0:11,0:00 - 0:30,"Uitsig, Elsies Rivier",Elsies River,00:17|00:28|00:32|00:24,"Bed, Bedding And Personal Effects, Etc.",Average Structural Fire,Ensure Area Is Safe And Formal Structure,,Undetermined,Illegal Overloaded Electrical Installations,,North,"Belhar, Epping, Goodwood",Uitsig,BrHse_SepStand,5657,LSM 06,Rented,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,14117,0.92,79 Uitsig Avenue,18.598846000000002,-33.938409
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,February,2012,02/01/2012 12:00:00 AM,0:11,0:00 - 0:30,Philippi,Cape Town,01:26|01:29|01:14,Tyres,Rubbish Fire,Extinguished With Two Fog Jets From Echo 53a Motor Pump,2 Hosereels,Other,Passer By Dropping Alight,1:00,East,"Guguletu, Ottery",Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Lansdowne Road,18.534144000000001,-34.000416999999999
Industrial,Metal,"Fire, manually extinguished",15,March,2012,03/15/2012 12:00:00 AM,0:11,0:00 - 0:30,Parow Valley,Tygerberg,00:56|00:55|01:03,Paper & Wooden Floor,Minor Structural Fire,Extinguish Fire Using Water From E47(100l) And Ventilated Office By Using A Ppv And Opening Windows.,"1x Fog Jet In Use , 3x Bush & Grass A Sets In Use , 1x Ppv, 1x Thermal Imaging Camera.",Arson,"Suspected Arson, Suspect Buglar Set Office Alight To Hide Evdence Of Burglary.",0:01,East|north,"Belhar, Epping",Parow Valley,BrHse_SepStand,17245,LSM 10,Rented,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,6703,108000,Market Street,18.592804000000001,-33.913178000000002
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",31,March,2012,03/31/2012 12:00:00 AM,0:11,0:00 - 0:30,Melton Rose,Tygerberg,0:23,Rubbish,Rubbish Fire,Extinguised Fire With One Fog Jet From E54a(600l),1x Hose Reel,Open Flames,Passer By Dropping A Light,0:05,East,Mfuleni,Palm Park,BrHse_SepStand,10170,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,5707,0.6,Raymond Ackerman Avenue,18.720849000000001,-33.990752999999998
Residential,Informal,"False Alarm, Good Intent",29,April,2012,04/29/2012 12:00:00 AM,0:11,0:00 - 0:30,Strand,Helderberg,00:33|00:35|00:24|00:28,,,,,,False Alarm With Good Intent Due To Fire Burning Itself Out Before Arrival And Brigade Unable To Locate Site.,,East,"Strand, Macassar",Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Thunzi Street,18.830607000000001,-34.112954999999999
Residential,Informal,"Fire, manually extinguished",15,July,2012,07/15/2012 12:00:00 AM,0:11,0:00 - 0:30,Hout Bay,South Peninsula,05:58|05:53|04:12|03:12|04:29|04:17|03:53|02:32|02:33|02:28,"Household Funiture And Personal Effects, Etc",Major Structural Fire,Extinguished Fire With 3 Jets.,"3x Branches, Dividing Breeching, 6x 65mm, 3x45mm Hoses.",Electrical Faults,"Short Circuit In Electrical Wiring, Overheating And Igniting Electrical Cables.",2:45,West,"Constantia, Goodwood, Hout Bay, Lakeside, Milnerton, Ottery, Wynberg",Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Molokoane,18.351351000000001,-34.033861999999999
Residential,Formal,"False Alarm, Good Intent",16,August,2012,08/16/2012 12:00:00 AM,0:11,0:00 - 0:30,Windsor Park,Oostenberg,00:36|00:29|00:29|00:15,,,Nil,,N/a,False Alarm With Good Intent Due To Vagrants Burning Plastic And Wood In A Fire Place In A Derelict Building Being Mistaken For A House Alight.,,North,"Brackenfell, Bellville",Windsor Park,BrHse_SepStand,18311,LSM 10,Owned Not Paid Off,Afrikaans,White,Age 40 - 44,Married,Secondary,5548,134000,York Street,18.706658000000001,-33.848191999999997
Storage,Warehouse,"False Alarm, Good Intent",3,December,2012,12/03/2012 12:00:00 AM,0:11,0:00 - 0:30,Brackenfell,Oostenberg,01:04|00:59,,False Alarm,No Service Rendered,,Electrical Faults,False Alarm With Good Intent Due To Fire Pump At Warehouse For Sprinkler Systems Automaticly Switch On. Brigade Investigate For Any Activation Of Sprinklers Or Any Sign Of Fire/smoke And Could Not Locate Any. Pumps Was Switch Of By Security And Switch To,,North,"Brackenfell, Bellville",Brackenfell South 1,BrHse_SepStand,30571,LSM 13,Owned Not Paid Off,Afrikaans,White,Age 30 - 34,Married,Secondary,6338,730000,London Circle,18.720171000000001,-33.889063
Residential,Informal,"False Alarm, Good Intent",27,December,2012,12/27/2012 12:00:00 AM,0:11,0:00 - 0:30,Khayelitsha,Tygerberg,00:19|00:00|00:26|00:23,,False Alarm,,,,Fagi Due To Unauthorised Control Burning Being Mistaken For Shack Alight,,East,Lansdowne,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Lansdowne Road,18.650269999999999,-34.032004999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2013,01/01/2013 12:00:00 AM,0:11,0:00 - 0:30,Bellville South,Tygerberg,00:02|00:29,Grass,Minor Vegetation Fire,Fire Manually Extinguished With One Fog Jet From B16(500lt),One Hose Reel,Undetermined,Unknown,0:09,North,Belhar,Bellville Lot 1,BrHse_SepStand,5536,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 15 - 19,Unmarried,Secondary,2363,0.14,Industrie Street,18.642226999999998,-33.922690000000003
Other,Rubbish/Grass/Bush,"Fire, automatically extinguished",27,January,2013,01/27/2013 12:00:00 AM,0:11,0:00 - 0:30,Khayelitsha,Tygerberg,0:33,Rubbish,Rubbish Fire,No Actions Due To Fire Burnt Itself Out Prior To Brigade Arrival,N/A,Open Flames,People Burning Rubbish,,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Mew Way,18.653110000000002,-34.034019000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",28,January,2013,01/28/2013 12:00:00 AM,0:11,0:00 - 0:30,Ocean View,South Peninsula,01:11|01:12|00:33|00:28,Small Area Vegetation.,Minor Vegetation Fire,Extinguished With One Fog Jet From Bravo 17(600 Liters) And By Covering With Sand.,2 X Spades And 1 X Hosereel,Open Flames,Passer By Dropping A Light.,0:10,West,"Fish Hoek, Lakeside",Ocean View,BrHse_SepStand,6821,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,14322,175000,Payne Street,18.359873,-34.148497999999996
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",6,March,2013,03/06/2013 12:00:00 AM,0:11,0:00 - 0:30,Wallacedene / Scottsdene,Cape Town,0:25,,Rubbish Fire,Extinguished Fire: 1 Fog Jet From E20 Motor Pump. (1200 Litres),1 Hose Reel,Open Flames,Passer-by Dropping A Light.,0:10,North,Kraaifontein,Wallacedene,BrHse_SepStand,3160,LSM 04,Occupied,IsiXhosa,Black African,Age 20 - 24,Unmarried,Secondary,10956,0.6,Botfontein Street (m15),18.733231,-33.861113000000003
Transport,Car/Motorcycle,"Fire, manually extinguished",20,April,2013,04/20/2013 12:00:00 AM,0:11,0:00 - 0:30,Parow North,Tygerberg,0:17,Motor Cycle,,Extinguished Fire Using One Fog Jet From E51,1 X Fog Jet,Electrical Faults,Suspected Electrical Short,0:12,North,Goodwood,Parow North,BrHse_SepStand,24641,LSM 12,Rented,Afrikaans,White,Age 25 - 29,Married,Secondary,4798,168000,Frans Conradie Drive (m25),18.578551999999998,-33.890098999999999
Residential,Flat,"Fire, manually extinguished",4,May,2013,05/04/2013 12:00:00 AM,0:11,0:00 - 0:30,Elsies Rivier,Elsies River,00:30|00:23|00:05|00:21,"Bed, Bedding And Personal Effects Etc. In Flat On Ground Floor At Front.",Minor Structural Fire,Nil,,Arson,Suspected Incendiarism,,North,"Goodwood, Epping",Balvenie,BrHse_SepStand,9746,LSM 07,Rented,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,4705,0.5,Bestenbier Avenue,18.582550000000001,-33.930467999999998
Residential,Formal,"Fire, manually extinguished",27,May,2013,05/27/2013 12:00:00 AM,0:11,0:00 - 0:30,Lotus River,South Peninsula,00:41|01:12|00:26,,Minor Structural Fire,Ensured Area Was Safe,Nil,Open Flames,Passerby Dropping A Light Ignitting Clothing,0:00,West,"Ottery, Wynberg",Lotus River,BrHse_SepStand,9775,LSM 07,Rented,English,Coloured,Age 0 - 4,Unmarried,Secondary,40258,501000,Ave 4th Fourth Avenue,18.521878999999998,-34.041350999999999
Commercial,Shop,"Fire, manually extinguished",26,October,2013,10/26/2013 12:00:00 AM,0:11,0:00 - 0:30,Weltevreden Valley,Cape Town,01:47|01:41|01:33|01:40,Wood And Iron Structures And Contents Of Containers,Minor Structural Fire,Extinguished With Two Jets And One Fog Jet,"3x65mm Hose, 2x45mm Hose, 2xbranches, Ppv (15 Min), One Hose Reel, Thermal Camera",Undetermined,Undetermined Pending Sap Investigation,1:05,East,"Guguletu, Mitchells Plain",Weltevreden Valley,BrHse_SepStand,15533,LSM 09,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,12898,229000,Oliver Tambo Drive,18.585822,-34.026600999999999
Residential,Informal,"Fire, manually extinguished",26,January,2014,01/26/2014 12:00:00 AM,0:11,0:00 - 0:30,Philippi,Cape Town,00:36|00:26|00:38|00:03|00:27|00:34,"One Wood And Iron Structure Including Contents Consisting Of Bed, Bedding, Personal Effects, Etc",Minor Structural Fire,Extinguished Fire Using One Fogjet From E53a Motorpump,One Hosereel,Electrical Faults,Passerby Dropping A Light,0:15,East,"Guguletu, Mitchells Plain",Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Monwood Drive,18.530878999999999,-34.004941000000002
Residential,Formal,"Fire, manually extinguished",20,February,2014,02/20/2014 12:00:00 AM,0:11,0:00 - 0:30,Diepriver,South Peninsula,02:06|01:56|01:39|01:57,"Work Bench, Tools, Etc",Average Structural Fire,Extinguished Fire With 3 Jets (two Water Jets From E17 Motor Pump Motor Pump And One Cafs Jet From W14c) And 4 Caba Sets,4 X 65mm And 4 X 45mm Hoses And 21.5 Litres CAFS Foam,Electrical Faults,Sparks From Short Circuit In Electrical Wiring In Roof Void Igniting Insulation,01:00|00:25,West,"Lakeside, Wynberg, Ottery",Diep River,BrHse_SepStand,20788,LSM 11,Rented,English,White,Age 25 - 29,Married,Secondary,2654,0.75,Birkenhead Road,18.464523,-34.035778000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",21,March,2014,03/21/2014 12:00:00 AM,0:11,0:00 - 0:30,Ottery,South Peninsula,01:51|01:51|02:17,Vegetation,Average Vegetation Fire,"Extinguished Using Two (2) Fog Jets From W07a And W22a W/t Respectively, Backed-up By E33 M/p.",Two (2) Hose Reels,Open Flames,Suspected Insindiarism,1:30,West,"Ottery, Khayelitsha",Ferness,BrHse_SepStand,22556,LSM 12,Owned Not Paid Off,English,Coloured,Age 15 - 19,Unmarried,Secondary,2704,123000,Ottery Road,18.501816999999999,-34.013665000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",23,March,2014,03/23/2014 12:00:00 AM,0:11,0:00 - 0:30,Zonnebloem,Cape Town,0:29,Vegetation,Minor Vegetation Fire,Extinuished Fire With 1 Fog Jet From E08,1 X Fog Jet,Open Flames,Passerby Dropping Alight,0:10,West,Roeland Street,Zonnebloem,Flats,11678,LSM 07,Rented,English,Black African,Age 20 - 24,Unmarried,Secondary,5407,142000,Constitution,18.432670999999999,-33.932523000000003
Residential,Informal,"Fire, manually extinguished",8,June,2014,06/08/2014 12:00:00 AM,0:11,0:00 - 0:30,Khayelitsha,Tygerberg,00:42|00:43|00:42|00:34,"Bed, Bedding And Personal Effects, Etc.",Minor Structural Fire,Extinguished With 1 X Jet From E40,2 X 45mm Lengths Of Hose,Heating,Gas Heater Left Unattented Igniting Combustibles,0:15,East,"Lansdowne, Khayelitsha, Belhar",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Mawisa Street,18.650269999999999,-34.032004999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",4,July,2014,07/04/2014 12:00:00 AM,0:11,0:00 - 0:30,Elsies Rivier,Tygerberg,00:25|00:19|00:18|00:27,Rubbish,Rubbish Fire,Extinguished With 1 Fog Jet From E32a M/pump,1 X Hosereel,Open Flames,Passer By Dropping A Light,0:10,North,"Epping, Goodwood",Elsies Rivier,BrHse_SepStand,11748,LSM 07,Rented,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,1472,0.27,Avonwood,18.579246999999999,-33.933928999999999
Residential,Informal,"Fire, manually extinguished",17,December,2014,12/17/2014 12:00:00 AM,0:11,0:00 - 0:30,Makhaza,Khayelitsha,01:30|01:31|01:29|01:22|01:19,"Entire Structure And Content Consisting Of Bed, Dedding, Household Furniture And Personal Effects Etc.",Minor Structural Fire,"Extinguish The Fire With 2 X Jets From E18 Backed Up By E22a, E03 And W11.","2 X Akron Branches, Hose 45mm X 3, Hose 65mm X 2.",Electrical Faults,Suspected Electrical Faults From Neighbours Residence That Was Destroyed By Fire.,1:00,East,"Khayelitsha, Mfuleni, Belhar",Khayelitsha T3-V3,Informal,2954,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 20 - 24,Unmarried,Secondary,25616,153000,Sivivane Street,18.703029999999998,-34.047977000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",21,December,2014,12/21/2014 12:00:00 AM,0:11,0:00 - 0:30,Ottery,South Peninsula,01:17|00:04|00:24|00:13|00:49,Vegetation,Average Vegetation Fire,Extinguished By Covering With Sand And Using 1 Fog Jet,3 X Spades And 1 X Hose Reel,Open Flames,Passerby Dropping A Light Ignitting Vegetation,0:30,West,Ottery,Ottery,BrHse_SepStand,24787,LSM 12,Owned Not Paid Off,English,Coloured,Age 45 - 49,Unmarried,Secondary,5372,199000,Strandfontein Road,18.508561,-34.012625
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2015,01/01/2015 12:00:00 AM,0:11,0:00 - 0:30,Beacon Valley,Parow,0:40,Grass.,Minor Vegetation Fire,Extinguished Fire With Bushbeaters And Spades.,"2x Bush Beaters(15 Min.), 1x Spade (15 Min.).",Open Flames,Passerby Dropping A Light.,,East,Belhar,Beacon Valley,Semi-detached,6972,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,30487,190000,Jan Van Riebeeck Drive (m12),18.624400999999999,-34.040705000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",27,January,2015,01/27/2015 12:00:00 AM,0:11,0:00 - 0:30,Bonteheuwel,Cape Town,01:04|01:05|00:35|00:17|00:11,Rubbish.,Rubbish Fire,Extinguished With One Jet From E32a M/pump.,"2 X 65mm, 1 X 45mm Hose And Akron Branch.",Open Flames,"Suspected Incendiarism, Pending S.A.P.S Investigation.",0:05,North,"Epping, Goodwood, Kuilsrivier",Bonteheuwel,Semi-detached,5783,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,48515,355000,Kersboom Street,18.558736,-33.948130999999997
