ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
462,North West - Moses Kotane,0,0,Rustenburg,Sun City,NW - Sun City,"-25.347465,27.099669",R556,R556,31-Aug-13,31-Aug-13,0,4,Labour related,Peaceful,0,5,"Hundreds of members from Cosatu and the South African Commercial, Catering and Allied Workers Union (Saccawu), march to the Sun City Resort in the North West, demanding the reinstatement of workers who were dismissed.  It is alleged that Sun City dismissed 14 shop stewards who were part of the May Day rally and the Cosatu march against alleged racism by the Gupta family during their wedding celebrations at the resort in May.",63705014,104,20,3,14,51,2321,4084,136,7667,452,482,598,55,145,1809,2262,2407,2352,5979,5,46,740,78,322,10,7668,452,13,23,"5
(-25.347465, 27.099668)"
432,Gauteng - City of Tshwane,1,0,Pretoria,Egyptian embassy - Muckleneuk,GP - Sunnyside,"-25.762303,28.206692",270 Bourke Street,270 Bourke Street,1-Sep-13,1-Sep-13,0,5,Political causes,Peaceful,0,5,"Members of the Egyptian community in South Africa, assembled outside the gates to the Egyptian embassy in Muckleneuk, pray for an end to the violence in the North African country and pay homage to all who have died",79900059,814,8,25,96,10,22678,8,24,23729,17,49,494,76,472,8866,8888,9360,9284,23242,10,3,42,300,64,7,23728,17,12,31,"3
(-25.762302, 28.206692)"
433,Gauteng - City of Johannesburg,1,0,Johannesburg,Klipspruit,GP - Kliptown,"-26.255795,27.910149",Chris Hani road,Klipspruit Valley Road,1-Sep-13,1-Sep-13,0,9,Service delivery,Violent,1,5,"Klipspruit residents protesting over power cuts clashed with motorists on Sunday. Residents claim they’ve had to battle constantly with cuts in the past three months, and the situation kept getting worse.",79800025,62,1188,13,165,8,33324,83,8,35598,0,747,634,535,529,9586,9691,10220,9685,35094,0,8,32,291,96,8,35599,0,41,29,"3
(-26.255794, 27.910149)"
434,Gauteng - City of Johannesburg,1,0,Johannesburg,Kliptown,GP - Kliptown,"-26.272774,27.886729",Tsoene St,Tsoene St,1-Sep-13,1-Sep-13,0,9,Service delivery,Violent,1,5,"Klipspruit residents protesting over power cuts clashed with motorists on Sunday. Residents claim they’ve had to battle constantly with cuts in the past three months, and the situation kept getting worse. In Kliptown, furious residents also blockading roads with stones and branches. Protesters said they’d clear the areas only when the electricity was back on.",79800019,208,3074,91,180,4083,19150,482,997,28671,0,406,3015,2936,2990,5140,5165,8155,5219,27197,15,0,269,380,690,0,28671,0,37,83,"3
(-26.272773, 27.886728)"
428,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi and Chatsworth,KZN - Chatsworth,"-29.877897,30.984316",6 Acton Road,6 Acton Road,2-Sep-13,2-Sep-13,0,4,Labour related,Violent,1,1,"Sadtu KZN secretary Mbuyiseni Mathonsi said the union had embarked on work-to-rule action, in several schools there had been a complete chalk-down. The union, which claims 60 000 members in KZN alone, is demanding that provincial Education Department head Nkosinathi Sishi and chief financial officer Hlengiwe Mcuma be suspended. Chief among its grievances are: The refunding of money that was docked from the salaries of teachers who participated in an unprotected strike in 2010; An outstanding pay hike for Adult Basic Education and Training teachers; The filling of 800 vacant subject adviser posts.",59500033,144,0,24,188,7,30986,20,15,31928,257,287,1571,77,749,10746,11568,12317,12240,30593,11,23,83,805,30,5,31927,257,23,97,"6
(-29.877897, 30.984316)"
429,Mpumalanga - Mbombela,0,0,Nelspruit,Mbombela Stadium,MP - Nelspruit,"-25.461485,30.929624",N4,Matsafeni Road,2-Sep-13,2-Sep-13,0,1,Crime related,Peaceful,0,5,Women have presented a memorandum to the Mpumalanga Provincial Government in a bid to end gender based violence. The march was part of Women's Month planned activities to enhance government's efforts to reach out to all women and support their economic empowerment and social emancipation,83202014,584,92,552,80,172,11187,5071,701,18643,64,140,2432,1685,2189,3161,3404,5593,3908,13688,759,266,2223,352,392,711,18643,64,79,109,"7
(-25.461485, 30.929624)"
430,Limpopo - Thulamela,0,1,Malamulele,Malamulele,LP - Malamulele,"-23.011852,30.716263",Do not know,Do not know,2-Sep-13,2-Sep-13,0,9,Service delivery,Violent,1,3,"The protesters demanded their own municipality, separate from the Thulamela municipality. A total of 65 protesters were arrested.",93403013,1672,48,179,69,26,10184,4390,1016,17666,0,82,1340,576,1259,2848,2929,4188,3612,15632,29,31,639,1078,167,1,17664,0,4,83,"8
(-23.011852, 30.716263)"
431,KwaZulu Natal - eThekwini,1,0,Durban,Cato Manor - Riverview complex,KZN - Cato Manor,"-29.857936,30.966404",Bell Air Rd,Bell Air Rd,2-Sep-13,2-Sep-13,1,9,Service delivery,Violent,1,1,"A private low-cost housing estate in Cato Manor that has been hijacked by people who refuse to pay rent, and who have chased away those who do, they ignored a court order for them to leave. They refuse to pay rent because, they say, they were promised they would be able to buy the units.",59500029,293,1474,704,295,2050,26410,1654,429,33832,0,523,4027,2824,2898,6768,7897,10795,7971,30873,32,27,352,619,1039,16,33831,0,29,844,"6
(-29.857935, 30.966404)"
437,Gauteng - City of Johannesburg,1,0,Johannesburg,Witspos - Ormonde,GP - Mondeor,"-26.237185,28.002775",39 Crownwood Road,39 Crownwood Road,2-Sep-13,2-Sep-13,1,4,Labour related,Peaceful,0,5,Temporary SA Post Office (Sapo) workers are on strike in the hope of securing permanent appointments. ,79800054,84,13,49,581,1,41802,27,65,42814,1,191,1420,89,559,11847,12708,13267,13178,41698,0,10,83,803,49,2,42813,1,47,120,"3
(-26.237185, 28.002775)"
440,Gauteng - City of Johannesburg,1,0,Johannesburg,"Johannesburg - AngloGold Ashanti, Gold Fields, Rand Uranium, Harmony Gold, Evander Gold, Sibanye Gold, and Village Main Reef",GP - Johannesburg Central,"-26.203019,28.034219",76 Jeppe Street,76 Jeppe Street,2-Sep-13,5-Sep-13,1,4,Labour related,Peaceful,0,2,"Workers demanding a wage) increase of R2300 for surface miners, and R3000 for underground miners.",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.203019, 28.034219)"
446,Gauteng - West Rand,0,0,Johannesburg,Carletonville Mine,GP - Carletonville,"-26.325012,27.414734",R500,R500,2-Sep-13,6-Sep-13,1,4,Labour related,Peaceful,0,2,Powerful labour group the National Union of Mineworkers (NUM) — which represents the bulk of affected workers — called for stoppages following its members’ rejection of a 6.5% wage hike last week.,74804001,330,93,181,55,131,7038,1749,1062,11050,0,411,1330,976,1119,1877,2088,3207,2231,7269,29,32,1475,230,1919,9,11050,0,45,42,"3
(-26.325012, 27.414733)"
450,Gauteng - Ekurhuleni,1,0,Kempton Park,SAA technical’s - Kepmton Park,GP - Kempton Park,"-26.15679,28.227027",8 Jones Road,8 Jones Road,2-Sep-13,5-Sep-13,1,4,Labour related,Peaceful,0,5,"A strike by  SAA technical staff affiliated to the SA Transport and Allied Workers’ Union (Satawu) will continue, the union said on Tuesday. Engineers and technicians would carry on picketing outside SAA technical’s premises in Kempton Park, calling for a double-digit increase. Technicians and maintenance employees began striking on August 26, demanding higher salaries. Satawu has rejected the 6.5% SAA offered.",79700092,142,60,38,444,30,28657,155,6,29853,151,170,2174,222,663,7250,8761,9424,9202,28490,52,12,33,693,320,0,29854,151,23,80,"3
(-26.15679, 28.227027)"
451,Western Cape - City of Cape Town,1,0,Cape Town,Nyanga,WC - Nyanga,"-33.989798,18.591243",Eislieben Road,Borcherds Quarry Road,2-Sep-13,6-Sep-13,1,4,Labour related,Violent,1,4,Metro Police deputy chief Yolanda Faro said vehicles were stoned when 200 workers protested at the Borcherds Quarry and Eislieben Road intersection,19100036,231,6443,121,56,83,26251,115,29,34164,0,835,7518,1543,1951,2252,7819,9770,8227,33469,17,0,29,481,71,4,34167,0,39,57,"9
(-33.989798, 18.591242)"
452,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.042784,18.655119",Mew Way,Mew Way,2-Sep-13,6-Sep-13,1,4,Labour related,Violent,1,4,"The National Union of Mineworkers (NUM) and fifty thousand - 50,000 members of Building, Construction and Allied Workers Union (BCAWU) went on strike for a 13% increase in 2013 and 14% in 2014.",19100092,69,235,80,158,14,33958,120,30,34700,0,36,6624,103,419,2745,8950,9369,9266,34031,40,14,76,311,44,0,34699,0,9,174,"9
(-34.042783, 18.655118)"
453,Western Cape - City of Cape Town,1,0,Cape Town,Blue Downs,WC - Mfuleni,"-33.975794,18.676689",Rotterdam Road,Rotterdam Road,2-Sep-13,6-Sep-13,1,4,Labour related,Violent,1,4,"The National Union of Mineworkers (NUM) and fifty thousand - 50,000 members of Building, Construction and Allied Workers Union (BCAWU) went on strike for a 13% increase in 2013 and 14% in 2014.",19100019,652,2382,331,136,1253,48640,113,62,54516,0,947,3695,865,1072,9998,12621,13693,12828,52414,20,31,236,801,67,7,54516,0,27,913,"9
(-33.975794, 18.676689)"
456,Gauteng - City of Tshwane,1,0,Pretoria,Sunnyside - Competition Commission,GP - Sunnyside,"-25.749886,28.200561",Robert Sobukwe Street,Meintjies Street,2-Sep-13,2-Sep-13,0,4,Labour related,Peaceful,0,5,"A group of senior analysts and economists at the Competition Commission engaged in a lunchtime picket on Monday, demanding better salaries and an end to the alleged victimisation of staff by management. Their initial demand for a wage increase was reduced from 22% to 15%. The offer on the table was 8% with an undertaking by management to do a benchmark study to compare the pay levels of the commission’s staff with those of other state institutions.",79900081,21,0,18,56,4,12115,5,4,12341,99,19,253,39,270,5445,5428,5698,5659,11417,1,8,30,578,116,15,12339,99,20,55,"3
(-25.749886, 28.200561)"
512,Mpumalanga - Govan Mbeki,0,1,Secunda,eMbalenhle,MP - Embalenhle,"-26.552241,29.074947",ingwe Dr,Ingwe Dr,2-Sep-13,9-Sep-13,1,4,Labour related,Peaceful,0,5,Members of the National Union of Democratic and Progressive Workers who are working for Sasol’s coal mining operations have been on strike since 2 September.,83007009,32,41,17,14,51,5699,64,448,6389,0,23,409,111,173,1628,1864,2037,1926,6297,0,0,10,43,24,6,6389,0,4,5,"7
(-26.55224, 29.074947)"
427,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.745356,28.204137",Stanza Bopape street,Steve Biko street,3-Sep-13,3-Sep-13,1,4,Labour related,Peaceful,0,4,"An on-going strike for higher wages in the automotive production sector. Numsa's demands include a R30 an hour pay increase across the board in all sectors by 2016 for workers earning more than R6000, a night-shift allowance of 20% of the normal rate of pay, and an afternoon shift allowance of 15%.",79900092,186,12,225,117,5,28152,2,41,30439,1333,366,754,91,505,11751,12000,12505,12414,27703,4,10,104,1105,96,0,30438,1333,14,69,"3
(-25.745356, 28.204136)"
438,Gauteng - City of Johannesburg,1,0,Johannesburg,Harmony Gold - Randfontein,GP - Johannesburg Central,"-26.184888,27.703288",Main Reef Road,Ward Avenue,3-Sep-13,5-Sep-13,1,4,Labour related,Peaceful,0,2,Workers affiliated to the National Union of Mineworkers (NUM) in the gold mining sector downed tools on Tuesday demanding double-digit wage increases.,74802005,16,6,21,2,0,4766,19,13,4867,7,17,240,59,110,1341,1471,1581,1522,4777,4,0,8,53,1,1,4866,7,4,11,"3
(-26.184888, 27.703288)"
443,Western Cape - City of Cape Town,1,0,Cape Town,Heideveld,WC - Heidelberg,"-33.966273,18.553629",46 Waaihoek Road,Duinefontein Rd,3-Sep-13,4-Sep-13,1,4,Labour related,Violent,1,5,"The City of Cape Town reported that around 50 people, dressed in NUM T-shirts and carrying its flags, stormed into a construction camp in Heideveld on Monday. The NUM and the Building, Construction and Allied Workers’ Union (BCAWU) have been on strike since August 26. They are demanding a minimum salary structure, a 13 percent wage increase for 2013, and a 14 percent increase for 2014",19100044,571,1327,487,130,4,31040,12,19,34406,0,816,3269,261,771,5670,8168,8939,8678,33702,35,33,55,342,86,8,34404,0,12,131,"9
(-33.966273, 18.553629)"
447,Western Cape - City of Cape Town,1,0,Cape Town,"Strand area, Greenpoint - Cape Town CBD",WC - Cape Town Central,"-33.918064,18.417221",Chiappini Street,Chiappini Street,3-Sep-13,5-Sep-13,1,4,Labour related,Violent,1,2,Demonstrators seeking to intimidate non-striking workers at construction sites.  Dozens of strikers wielding knobkerries and sticks descended on a construction site in Chiappini Street in Greenpoint demanding that colleagues stop working. ,19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.918064, 18.417221)"
448,Western Cape - City of Cape Town,1,0,Cape Town,Mitchell’s Plain,WC - Mitchells Plain,"-34.047895,18.605252",Eislieben Road,Wespoort Dr,3-Sep-13,5-Sep-13,1,4,Labour related,Violent,1,2,A bakkie belonging to a contractor was attacked and torched. Demonstrators seeking to intimidate non-striking workers at construction sites.,19100078,305,387,177,257,32,38802,6,27,40069,35,41,1510,53,563,7538,8485,9048,8995,39246,1,0,130,542,11,4,40071,35,21,81,"9
(-34.047894, 18.605252)"
449,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria,GP - Pretoria Central,"-25.754605,28.17898",Kgosi Mampuru Street,Minaar Street,3-Sep-13,4-Sep-13,1,4,Labour related,Peaceful,0,1,"Casual workers at mail processing centres in some parts of Gauteng have gone on strike, the SA Post Office (SAPO) said on Tuesday. This was part of their lobbying campaign to be appointed into permanent part-time positions,"" the SAPO said in a statement.",79900060,519,82,147,226,44,30975,16,23,32681,24,625,1591,566,786,8409,9214,10000,9434,28303,2,415,97,3652,29,18,32680,24,9,131,"3
(-25.754605, 28.178979)"
460,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.745513,28.204768",Stanza Bopape street,Robert Sobukwe,3-Sep-13,6-Sep-13,1,4,Labour related,Peaceful,0,2,"Employers have offered a 10% increase, which the union has rejected.  Seven major vehicle manufacturing plants have been affected by the strike, namely BMW, Ford, General Motors, Mercedes-Benz, Nissan, Toyota and Volkswagen.",79900081,21,0,18,56,4,12115,5,4,12341,99,19,253,39,270,5445,5428,5698,5659,11417,1,8,30,578,116,15,12339,99,20,55,"3
(-25.745512, 28.204768)"
435,Gauteng - City of Johannesburg,1,0,Johannesburg,"Kibler Park, Wynberg, Randburg, Boskruin, Cresta, Homestead Park and Roodepoort.",GP - Randburg,"-26.092761,28.005784",Republic Road,Jan Smuts Ave,4-Sep-13,5-Sep-13,1,4,Labour related,Peaceful,0,3,A few hundred City Power staff downed tools on Wednesday afternoon because they were unhappy about a new shift system the power distributor was implementing.,79800102,84,4,25,419,12,32076,11,10,32875,86,148,1959,128,974,10629,11614,12588,12460,31796,1,25,49,634,154,2,32875,86,24,104,"3
(-26.09276, 28.005783)"
439,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Port Elizabeth City Hall,EC - New Brighton,"-33.961668,25.624116",Settlers Hwy,North Union Street,4-Sep-13,4-Sep-13,0,4,Labour related,Violent,1,5,"Angry municipal workers stormed the Port Elizabeth City Hall and held municipal officials and councillors hostage for four hours, demanding salary increases promised to them two months ago.",29300005,27,8,29,101,3,17971,0,1,18224,61,23,976,29,388,5859,6447,6835,6806,17903,4,10,20,161,19,4,18225,61,18,25,"1
(-33.961668, 25.624116)"
442,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135149,28.22911",OR Thambo Airport Road,OR Thambo Aiport Road,4-Sep-13,5-Sep-13,1,4,Labour related,Violent,1,5,"The union’s members are on strike at SAA Technical (SAAT), SA Airways said on Wednesday night that two people believed to be members of the SA Transport and Allied Workers’ Union were arrested They were taken into custody while trying to barricade the entrances by setting tyres alight.  This incident happened away from the demarcated picketing area.",79700017,213,15,64,544,2,34931,1,26,36764,460,508,1735,93,698,8946,9983,10681,10588,34627,13,293,67,968,200,8,36766,460,26,104,"3
(-26.135148, 28.229109)"
