,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
473,St Barnabas Hospital,29.11617,-31.5642,District Hospital,Eastern Cape,Oliver Tambo District Municipality,Nyandeni Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,169.0,,0.0,0.0,,0.0,0.0,,,,,ZA-EC,
474,Bambisana Hospital,29.45397,-31.4501,District Hospital,Eastern Cape,Oliver Tambo District Municipality,Port St Johns Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,120.0,,0.0,0.0,,0.0,1.0,,,,,ZA-EC,
475,Isilimela Hospital,29.35888,-31.7342,District Hospital,Eastern Cape,Oliver Tambo District Municipality,Port St Johns Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,110.0,,0.0,0.0,,2.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/isilimela_hospital_port_st_john%27s_eastern_cape_south_africa,ZA-EC,
476,Andries Vosloo Hospital,25.59525,-32.7218,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Blue Crane Route Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,74.0,,16.0,16.0,,8.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/andries_vosloo_hospital_somerset_east_eastern_cape_south_africa,ZA-EC,
477,Aberdeen Hospital,24.06093,-32.4862,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Dr Beyers Naudé Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,18.0,,0.0,0.0,,0.0,0.0,,,,,ZA-EC,
478,Margery Parkes TB Hospital,24.55619,-32.2678,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Dr Beyers Naudé Local Municipality,,TB and related services,,80.0,,,,,,,,,,,ZA-EC,
479,Sawas Hospital,24.66203,-32.9422,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Dr Beyers Naudé Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,38.0,,6.0,6.0,,0.0,0.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/sawas_memorial_hospital_jansenville_eastern_cape_south_africa,ZA-EC,
480,Willowmore Hospital,23.46757,-33.3004,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Dr Beyers Naudé Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,25.0,,0.0,0.0,,0.0,0.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/willowmore_provincial_aided_hospital_willowmore_eastern_cape_south_africa,ZA-EC,
481,Life Isivivana Hospital,24.780218,-34.0299,Private Hospital,Eastern Cape,Sarah Baartman District Municipality,Kouga Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,33.0,,12.0,,,,1.0,,,,https://www.lifehealthcare.co.za/hospitals/eastern-cape/port-elizabeth/life-isivivana-hospital/,ZA-EC,
482,PZ Meyer Hospital,24.75869,-34.0225,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Kouga Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,57.0,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/pz_meyer_hospital_humansdorp_eastern_cape_south_africa,ZA-EC,
483,BJ Vorster Hospital,24.29786,-33.9515,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Kou-Kamma Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,42.0,,0.0,0.0,,0.0,0.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/bj_vorster_hospital_kareedouw_eastern_cape_south_africa,ZA-EC,
484,Settlers Hospital,26.51464,-33.3024,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,178.0,,20.0,20.0,,2.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/settlers_hospital_grahamstown_eastern_cape_south_africa,ZA-EC,YES
485,Temba TB Hospital,26.54657,-33.3069,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,,TB and related services,,60.0,,,,,,,,,,,ZA-EC,
486,Marjorie Parrish TB Hospital,26.88126,-33.5624,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,,TB and related services,,180.0,,,,,,,,,,,ZA-EC,
487,Netcare Port Alfred Hospital,26.876792,-33.5966,Private Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,30.0,,14.0,,,,2.0,,,,https://www.saprivatehospitals.com/eastern-cape/port-alfred-hospital-netcare-in-port-alfred-eastern-cape/,ZA-EC,
488,Netcare Setller's Hospital,26.515314,-33.302148,Private Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,32.0,,25.0,,,,3.0,,,,,ZA-EC,
489,Port Alfred Hospital,26.88312,-33.5953,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,31.0,,15.0,15.0,,5.0,2.0,,,,,ZA-EC,
490,Sundays Valley Hospital,25.44001,-33.3947,District Hospital,Eastern Cape,Chris Hani District Municipality,Sundays River Valley Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,37.0,,8.0,8.0,,0.0,0.0,,,,,ZA-EC,
491,Mafube Hospital,28.50023,-27.2788,District Hospital,Free State,Fezile Dabi District Municipality,Mafube Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,74.0,,0.0,0.0,,4.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/tokollomafube_district_hospital_complex_heilbron_frankfort_free_state_south_africa,ZA-FS,
492,NHN Riemland Clinic Hospital,28.495123,-27.2798,Private Hospital,Free State,Fezile Dabi District Municipality,Mafube Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,10.0,,3.0,,,,1.0,,,,,ZA-FS,
493,Fezi Ngumbentombi Hospital,27.82757,-26.8014,District Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-FS,
494,Netcare Vaalpark Hospital,27.840244,-26.7732,Private Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,68.0,,20.0,,,,3.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Vaalpark-Hospital,ZA-FS,
495,Sasol Infrachem Hospital,27.849385,-26.826,Private Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,,Relevant Private Facility services – visit their website for more details,,11.0,,7.0,,,,0.0,,,,,ZA-FS,
496,Netcare Kroon Hospital,27.230333,-27.6537,Private Hospital,Free State,Fezile Dabi District Municipality,Moqhaka Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,80.0,,12.0,,,,2.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Kroon-Hospital,ZA-FS,
497,Parys Hospital,27.47207,-26.8959,District Hospital,Free State,Fezile Dabi District Municipality,Ngwathe Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,50.0,,0.0,0.0,,4.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/metsimaholo_parys_district_hospital_parys_sasolburg_free_state_south_africa,ZA-FS,
498,Winburg Hospital,27.00802,-28.5098,District Hospital,Free State,Lejweleputswa District Municipality,Masilonyana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,32.0,,3.0,3.0,,0.0,0.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/katleho_winburg_district_hospital_virginia_free_state_south_africa,ZA-FS,
499,Katleho Hospital,26.85798,-28.1105,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,78.0,,4.0,4.0,,6.0,2.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/katleho_winburg_district_hospital_virginia_free_state_south_africa,ZA-FS,
500,Kopano MDR Hospital,26.709676,-27.9811,Specialised Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-FS,
501,Metsimaholo Parys Hospital,27.819911,-26.705952,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,82.0,,30.0,30.0,,5.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/metsimaholo_parys_district_hospital_parys_sasolburg_free_state_south_africa,ZA-FS,
502,Mediclinic Welkom Hospital,26.730057,-27.9879,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,191.0,,60.0,,,,8.0,,,,https://www.mediclinic.co.za/en/welkom/home.html,ZA-FS,
503,Trichardt Mediclinic Hospital,29.232517,-26.493729,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,202.0,,64.0,,,,4.0,,,,https://www.mediclinic.co.za/en/highveld/home.html,ZA-FS,
504,NHN E Oppenheimer Hospital,26.774142,-27.9667,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,695.0,,197.0,,,,4.0,,,,,ZA-FS,
505,NHN St Helena Hospital,26.710868,-28.0019,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,131.0,,42.0,,,,2.0,,,,https://www.africahealthcare.co.za/hospitals/st-helena-private-hospital/,ZA-FS,
506,NHN Welkom Med Centre,26.727098,-27.9874,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/welkom-medical-centre/home.html,ZA-FS,
507,NHN Welkom Sub-Acute Hospital,26.727098,-27.9874,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/welkom-medical-centre/sub-acute-hospital.html,ZA-FS,
508,RH Matjhabeng Private Hospital,26.774155,-27.966343,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://rhmatjhabeng.co.za/,ZA-FS,
509,Thusanong Hospital,26.65922,-27.8773,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,86.0,,0.0,0.0,,5.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/thusanongnalamohau_district_hospital_complex_odendaalsrus_bothaville_hoopstad_free_state_south_africa,ZA-FS,
510,Mohau Hospital,25.91538,-27.8323,District Hospital,Free State,Lejweleputswa District Municipality,Tswelopele Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,28.0,,0.0,0.0,,1.0,1.0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/mohau_district_hospital_hoopstad_free_state_south_africa,ZA-FS,
511,Bloemcare Psych Hospital,26.156533,-29.0864,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://bloemcare.co.za/,ZA-FS,
512,Bloemfontein Eye Centre,26.194441,-29.1346,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://pasteureyehospital.co.za/,ZA-FS,
513,Mediclinic Bloemfontein Hospital,26.203516,-29.109466,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,377.0,,148.0,,,,12.0,,,,https://www.mediclinic.co.za/en/bloemfontein/home.html,ZA-FS,
514,Cairnhall Hospital,26.184516,-29.118,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS,
515,Netcare Pelanomi Private hospital,26.244816,-29.139785,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,87.0,,19.0,,,,2.0,,,,https://www.netcarehospitals.co.za/Hospital/Pelonomi-Private-Hospital,ZA-FS,
516,Free State Psyc Comp Hospital,26.209264,-29.1338,Specialised Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,877.0,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/free_state_psychiatric_complex_oranje_hospital_bloemfontein_free_state_south_africa,ZA-FS,
517,Life Pasteur Hospital,26.194991,-29.1344,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/free-state/bloemfontein/life-pasteur-hospital/?nHospitalId=38,ZA-FS,
