GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.57,0.57415,0.34151,0.80536,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.31,1.31209,0.80000,1.84781,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.25,7.24561,5.44236,9.00247,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.27,1.26523,0.78477,1.75133,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,56.8,56.80000,,,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,69.0,69.00000,,,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,80.6,80.60000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,59,59.00000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,33.7,33.70000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,70.8,70.80000,,,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.6 [8.0-11.1],9.56364,8.02406,11.07175,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.6 [8.0-11.1],9.56364,8.02406,11.07175,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.4 [7.9-11.0],9.42541,7.90446,10.99759,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.3 [7.8-10.8],9.29282,7.78267,10.81820,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.3 [7.7-10.8],9.28067,7.74582,10.81141,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.4 [7.7-10.9],9.36999,7.72797,10.90769,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.6 [8.0-11.3],9.61150,7.96357,11.32423,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.2-11.5],9.79847,8.23262,11.45884,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.2-11.4],9.84746,8.18774,11.40236,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.2-11.4],9.83054,8.23598,11.40000,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.1-11.4],9.80500,8.10926,11.39760,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.2-11.5],9.82141,8.21014,11.49734,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8 [8.2-11.2],9.75743,8.18989,11.22494,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.7 [8.1-11.1],9.65014,8.05446,11.08719,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [7.9-11.1],9.51886,7.93423,11.08933,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [7.8-11.1],9.46004,7.82686,11.11269,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [7.9-11.1],9.47679,7.94788,11.10190,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [8.0-11.0],9.47244,8.01607,11.04930,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [7.9-11.1],9.45071,7.86184,11.07523,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.5 [7.9-11.1],9.45071,7.86184,11.07523,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.9 [13.3-18.5],15.85882,13.30279,18.53032,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.9 [13.3-18.5],15.85882,13.30279,18.53032,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.6 [13.2-18.4],15.64510,13.21386,18.40670,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.4 [13.0-18.1],15.41725,12.99629,18.12009,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.4 [12.9-18.0],15.37862,12.90672,18.01371,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.5 [13.0-18.2],15.49460,12.95659,18.15431,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.9 [13.2-18.8],15.86696,13.24819,18.80626,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.2 [13.6-19.1],16.16141,13.64336,19.10486,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.3 [13.6-18.9],16.25686,13.59534,18.91204,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.3 [13.7-18.9],16.25505,13.71752,18.91480,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.2 [13.4-19.0],16.24319,13.43009,19.02046,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.3 [13.7-19.1],16.28769,13.69418,19.14261,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.2 [13.7-18.7],16.19567,13.72248,18.74869,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,16.0 [13.4-18.5],16.02834,13.43630,18.49560,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.8 [13.2-18.4],15.82028,13.21293,18.44568,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.7 [13.1-18.5],15.73059,13.10818,18.50983,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.8 [13.2-18.5],15.76570,13.23527,18.53206,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.8 [13.4-18.5],15.76595,13.39256,18.47459,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.7 [13.2-18.5],15.73768,13.19577,18.52927,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,15.7 [13.2-18.5],15.73768,13.19577,18.52927,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.0-4.2],3.58054,3.03354,4.23353,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.0-4.2],3.58054,3.03354,4.23353,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [3.0-4.2],3.51159,2.97029,4.16137,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.1],3.46657,2.88229,4.10882,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.1],3.47601,2.88711,4.10251,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.2],3.53614,2.92472,4.18574,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.0-4.4],3.64918,3.04022,4.35999,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.7 [3.1-4.4],3.73003,3.14234,4.41940,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.7 [3.1-4.4],3.73120,3.09130,4.40921,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.7 [3.1-4.4],3.69646,3.08405,4.36223,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.7 [3.0-4.3],3.65522,3.03202,4.32578,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.1-4.4],3.64271,3.05383,4.37608,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.0-4.3],3.60404,2.99695,4.28001,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.6 [3.0-4.2],3.55303,2.95094,4.16698,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.1],3.49504,2.90092,4.12513,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.1],3.46768,2.89103,4.13381,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.5 [2.9-4.1],3.47114,2.87497,4.12834,,,
